,country,year,life_expectancy
654,Malawi,Unnamed: 0,134.0
655,Malaysia,Unnamed: 0,135.0
656,Maldives,Unnamed: 0,136.0
657,Mali,Unnamed: 0,137.0
658,Malta,Unnamed: 0,138.0
659,Marshall Islands,Unnamed: 0,139.0
660,Martinique,Unnamed: 0,140.0
661,Mauritania,Unnamed: 0,141.0
662,Mauritius,Unnamed: 0,142.0
663,Mayotte,Unnamed: 0,143.0
664,Mexico,Unnamed: 0,144.0
665,"Micronesia, Fed. Sts.",Unnamed: 0,145.0
666,Moldova,Unnamed: 0,146.0
667,Monaco,Unnamed: 0,147.0
668,Mongolia,Unnamed: 0,148.0
669,Montenegro,Unnamed: 0,149.0
670,Montserrat,Unnamed: 0,150.0
671,Morocco,Unnamed: 0,151.0
672,Mozambique,Unnamed: 0,152.0
673,Myanmar,Unnamed: 0,153.0
674,Namibia,Unnamed: 0,154.0
675,Nauru,Unnamed: 0,155.0
676,Nepal,Unnamed: 0,156.0
677,Netherlands,Unnamed: 0,157.0
678,Netherlands Antilles,Unnamed: 0,158.0
679,New Caledonia,Unnamed: 0,159.0
680,New Zealand,Unnamed: 0,160.0
681,Ngorno-Karabakh,Unnamed: 0,161.0
682,Nicaragua,Unnamed: 0,162.0
683,Niger,Unnamed: 0,163.0
684,Nigeria,Unnamed: 0,164.0
685,Niue,Unnamed: 0,165.0
686,Norfolk Island,Unnamed: 0,166.0
687,Northern Cyprus,Unnamed: 0,167.0
688,Northern Mariana Islands,Unnamed: 0,168.0
689,Norway,Unnamed: 0,169.0
690,Oman,Unnamed: 0,170.0
691,Pakistan,Unnamed: 0,171.0
692,Palau,Unnamed: 0,172.0
693,Panama,Unnamed: 0,173.0
694,Papua New Guinea,Unnamed: 0,174.0
695,Paraguay,Unnamed: 0,175.0
696,Peru,Unnamed: 0,176.0
697,Philippines,Unnamed: 0,177.0
698,Pitcairn,Unnamed: 0,178.0
699,Poland,Unnamed: 0,179.0
700,Portugal,Unnamed: 0,180.0
701,Puerto Rico,Unnamed: 0,181.0
702,Qatar,Unnamed: 0,182.0
703,Reunion,Unnamed: 0,183.0
704,Romania,Unnamed: 0,184.0
705,Russia,Unnamed: 0,185.0
706,Rwanda,Unnamed: 0,186.0
707,St. Barthélemy,Unnamed: 0,187.0
708,St. Helena,Unnamed: 0,188.0
709,St. Kitts and Nevis,Unnamed: 0,189.0
710,St. Lucia,Unnamed: 0,190.0
711,St. Martin,Unnamed: 0,191.0
712,St. Vincent and the Grenadines,Unnamed: 0,192.0
713,St.-Pierre-et-Miquelon,Unnamed: 0,193.0
714,Samoa,Unnamed: 0,194.0
715,San Marino,Unnamed: 0,195.0
716,Sao Tome and Principe,Unnamed: 0,196.0
717,Saudi Arabia,Unnamed: 0,197.0
718,Senegal,Unnamed: 0,198.0
719,Serbia,Unnamed: 0,199.0
720,Serbia and Montenegro,Unnamed: 0,200.0
721,Serbia excluding Kosovo,Unnamed: 0,201.0
722,Seychelles,Unnamed: 0,202.0
723,Sierra Leone,Unnamed: 0,203.0
724,Singapore,Unnamed: 0,204.0
725,Slovak Republic,Unnamed: 0,205.0
726,Slovenia,Unnamed: 0,206.0
727,Solomon Islands,Unnamed: 0,207.0
728,Somalia,Unnamed: 0,208.0
729,Somaliland,Unnamed: 0,209.0
730,South Africa,Unnamed: 0,210.0
731,South Ossetia,Unnamed: 0,211.0
732,Spain,Unnamed: 0,212.0
733,Sri Lanka,Unnamed: 0,213.0
734,Sudan,Unnamed: 0,214.0
735,Suriname,Unnamed: 0,215.0
736,Svalbard,Unnamed: 0,216.0
737,Swaziland,Unnamed: 0,217.0
738,Sweden,Unnamed: 0,218.0
739,Switzerland,Unnamed: 0,219.0
740,Syria,Unnamed: 0,220.0
741,Taiwan,Unnamed: 0,221.0
742,Tajikistan,Unnamed: 0,222.0
743,Tanzania,Unnamed: 0,223.0
744,Thailand,Unnamed: 0,224.0
745,Timor-Leste,Unnamed: 0,225.0
746,Togo,Unnamed: 0,226.0
747,Tokelau,Unnamed: 0,227.0
748,Tonga,Unnamed: 0,228.0
749,Transnistria,Unnamed: 0,229.0
750,Trinidad and Tobago,Unnamed: 0,230.0
751,Tunisia,Unnamed: 0,231.0
752,Turkey,Unnamed: 0,232.0
753,Turkmenistan,Unnamed: 0,233.0
754,Turks and Caicos Islands,Unnamed: 0,234.0
755,Tuvalu,Unnamed: 0,235.0
756,Uganda,Unnamed: 0,236.0
757,Ukraine,Unnamed: 0,237.0
758,United Arab Emirates,Unnamed: 0,238.0
759,United Kingdom,Unnamed: 0,239.0
760,United States,Unnamed: 0,240.0
761,Uruguay,Unnamed: 0,241.0
762,USSR,Unnamed: 0,242.0
763,Uzbekistan,Unnamed: 0,243.0
764,Wallis et Futuna,Unnamed: 0,244.0
765,Vanuatu,Unnamed: 0,245.0
766,Venezuela,Unnamed: 0,246.0
767,West Bank and Gaza,Unnamed: 0,247.0
768,West Germany,Unnamed: 0,248.0
769,Western Sahara,Unnamed: 0,249.0
770,Vietnam,Unnamed: 0,250.0
771,Virgin Islands (U.S.),Unnamed: 0,251.0
772,North Yemen (former),Unnamed: 0,252.0
773,South Yemen (former),Unnamed: 0,253.0
774,Yemen,Unnamed: 0,254.0
775,Yugoslavia,Unnamed: 0,255.0
776,Zambia,Unnamed: 0,256.0
777,Zimbabwe,Unnamed: 0,257.0
778,Åland,Unnamed: 0,258.0
779,South Sudan,Unnamed: 0,259.0
781,Afghanistan,1800,28.21
783,Albania,1800,35.4
784,Algeria,1800,28.82
787,Angola,1800,26.98
789,Antigua and Barbuda,1800,33.54
790,Argentina,1800,33.2
791,Armenia,1800,34.0
792,Aruba,1800,34.42
793,Australia,1800,34.05
794,Austria,1800,34.4
795,Azerbaijan,1800,29.17
796,Bahamas,1800,35.18
797,Bahrain,1800,30.3
798,Bangladesh,1800,25.5
799,Barbados,1800,32.12
800,Belarus,1800,36.2
801,Belgium,1800,40.0
802,Belize,1800,26.5
803,Benin,1800,31.0
805,Bhutan,1800,28.8
806,Bolivia,1800,33.0
807,Bosnia and Herzegovina,1800,35.1
808,Botswana,1800,33.6
809,Brazil,1800,32.0
811,Brunei,1800,29.2
812,Bulgaria,1800,35.8
813,Burkina Faso,1800,29.2
814,Burundi,1800,31.5
815,Cambodia,1800,35.0
816,Cameroon,1800,28.75
817,Canada,1800,39.0
818,Cape Verde,1800,33.8
820,Central African Republic,1800,30.0
821,Chad,1800,30.9
823,Chile,1800,32.0
824,China,1800,32.0
827,Colombia,1800,32.0
828,Comoros,1800,32.1
829,"Congo, Dem. Rep.",1800,31.6
830,"Congo, Rep.",1800,32.7
832,Costa Rica,1800,30.21
833,Cote d'Ivoire,1800,31.16
834,Croatia,1800,36.1
835,Cuba,1800,32.2
836,Cyprus,1800,38.5
837,Czech Republic,1800,34.95
839,Denmark,1800,37.41
840,Djibouti,1800,29.9
842,Dominican Republic,1800,29.9
844,Ecuador,1800,32.9
845,Egypt,1800,33.0
846,El Salvador,1800,28.7
847,Equatorial Guinea,1800,29.8
848,Eritrea,1800,30.2
850,Estonia,1800,36.14
851,Ethiopia,1800,29.7
854,Fiji,1800,26.1
855,Finland,1800,36.57
856,France,1800,33.97
857,French Guiana,1800,30.5
858,French Polynesia,1800,25.6
859,Gabon,1800,30.6
860,Gambia,1800,28.8
861,Georgia,1800,31.87
862,Germany,1800,38.37
863,Ghana,1800,28.0
865,Greece,1800,36.6
866,Greenland,1800,33.87
867,Grenada,1800,31.4
868,Guadeloupe,1800,27.66
869,Guam,1800,27.5
870,Guatemala,1800,25.8
872,Guinea,1800,29.5
873,Guinea-Bissau,1800,32.0
874,Guyana,1800,31.12
875,Haiti,1800,29.0
877,Honduras,1800,33.9
878,"Hong Kong, China",1800,34.9
879,Hungary,1800,36.0
880,Iceland,1800,42.85
881,India,1800,25.44
882,Indonesia,1800,30.0
883,Iran,1800,25.6
884,Iraq,1800,31.2
885,Ireland,1800,38.3
887,Israel,1800,32.0
888,Italy,1800,29.69
889,Jamaica,1800,34.2
890,Japan,1800,36.4
892,Jordan,1800,31.7
893,Kazakhstan,1800,26.2
894,Kenya,1800,25.5
895,Kiribati,1800,24.9
896,North Korea,1800,26.0
897,South Korea,1800,25.8
900,Kuwait,1800,26.0
901,Kyrgyz Republic,1800,23.94
902,Lao,1800,31.9
903,Latvia,1800,33.0
904,Lebanon,1800,29.7
905,Lesotho,1800,32.8
906,Liberia,1800,31.1
907,Libya,1800,33.1
909,Lithuania,1800,28.9
910,Luxembourg,1800,36.9
911,"Macao, China",1800,34.7
912,"Macedonia, FYR",1800,36.1
913,Madagascar,1800,30.5
914,Malawi,1800,30.3
915,Malaysia,1800,30.6
916,Maldives,1800,32.65
917,Mali,1800,26.41
918,Malta,1800,28.7
920,Martinique,1800,30.15
921,Mauritania,1800,32.0
922,Mauritius,1800,28.7
923,Mayotte,1800,32.5
924,Mexico,1800,26.9
925,"Micronesia, Fed. Sts.",1800,26.7
926,Moldova,1800,33.15
928,Mongolia,1800,31.8
929,Montenegro,1800,35.4
931,Morocco,1800,33.1
932,Mozambique,1800,30.28
933,Myanmar,1800,30.8
934,Namibia,1800,32.4
936,Nepal,1800,32.8
937,Netherlands,1800,39.86
938,Netherlands Antilles,1800,34.41
939,New Caledonia,1800,26.0
940,New Zealand,1800,34.05
942,Nicaragua,1800,25.4
943,Niger,1800,30.8
944,Nigeria,1800,30.4
949,Norway,1800,37.92
950,Oman,1800,32.3
951,Pakistan,1800,25.8
953,Panama,1800,32.9
954,Papua New Guinea,1800,31.5
955,Paraguay,1800,35.5
956,Peru,1800,35.7
957,Philippines,1800,30.9
959,Poland,1800,35.9
960,Portugal,1800,35.6
961,Puerto Rico,1800,30.43
962,Qatar,1800,30.8
963,Reunion,1800,33.0
964,Romania,1800,35.7
965,Russia,1800,29.57
966,Rwanda,1800,31.8
970,St. Lucia,1800,28.01
972,St. Vincent and the Grenadines,1800,25.99
974,Samoa,1800,25.4
976,Sao Tome and Principe,1800,31.0
977,Saudi Arabia,1800,32.1
978,Senegal,1800,25.2
979,Serbia,1800,35.5
982,Seychelles,1800,37.0
983,Sierra Leone,1800,25.1
984,Singapore,1800,29.1
985,Slovak Republic,1800,36.4
986,Slovenia,1800,36.6
987,Solomon Islands,1800,25.1
988,Somalia,1800,29.4
990,South Africa,1800,33.5
992,Spain,1800,29.5
993,Sri Lanka,1800,32.6
994,Sudan,1800,31.4
995,Suriname,1800,32.9
997,Swaziland,1800,32.3
998,Sweden,1800,32.16
999,Switzerland,1800,38.0
1000,Syria,1800,31.1
1001,Taiwan,1800,28.3
1002,Tajikistan,1800,24.24
1003,Tanzania,1800,32.2
1004,Thailand,1800,30.4
1005,Timor-Leste,1800,28.95
1006,Togo,1800,31.3
1008,Tonga,1800,28.2
1010,Trinidad and Tobago,1800,32.9
1011,Tunisia,1800,28.8
1012,Turkey,1800,35.0
1013,Turkmenistan,1800,24.0
1016,Uganda,1800,25.3
1017,Ukraine,1800,36.6
1018,United Arab Emirates,1800,30.7
1019,United Kingdom,1800,38.65
1020,United States,1800,39.41
1021,Uruguay,1800,32.9
1023,Uzbekistan,1800,26.93
1025,Vanuatu,1800,24.3
1026,Venezuela,1800,32.2
1027,West Bank and Gaza,1800,32.1
1029,Western Sahara,1800,34.75
1030,Vietnam,1800,32.0
1031,Virgin Islands (U.S.),1800,33.4
1034,Yemen,1800,23.39
1036,Zambia,1800,32.6
1037,Zimbabwe,1800,33.7
1039,South Sudan,1800,26.67
1561,Afghanistan,1801,28.2
1563,Albania,1801,35.4
1564,Algeria,1801,28.82
1567,Angola,1801,26.98
1569,Antigua and Barbuda,1801,33.54
1570,Argentina,1801,33.2
1571,Armenia,1801,34.0
1572,Aruba,1801,34.42
1573,Australia,1801,34.05
1574,Austria,1801,34.4
1575,Azerbaijan,1801,29.17
1576,Bahamas,1801,35.18
1577,Bahrain,1801,30.3
1578,Bangladesh,1801,25.5
1579,Barbados,1801,32.12
1580,Belarus,1801,36.2
1581,Belgium,1801,40.01
1582,Belize,1801,26.5
1583,Benin,1801,31.0
1585,Bhutan,1801,28.8
1586,Bolivia,1801,33.0
1587,Bosnia and Herzegovina,1801,35.1
1588,Botswana,1801,33.6
1589,Brazil,1801,32.0
1591,Brunei,1801,29.2
1592,Bulgaria,1801,35.84
1593,Burkina Faso,1801,29.2
1594,Burundi,1801,31.5
1595,Cambodia,1801,35.0
1596,Cameroon,1801,28.75
1597,Canada,1801,39.0
1598,Cape Verde,1801,33.8
1600,Central African Republic,1801,30.0
1601,Chad,1801,30.9
1603,Chile,1801,32.0
1604,China,1801,32.0
1607,Colombia,1801,32.0
1608,Comoros,1801,32.1
1609,"Congo, Dem. Rep.",1801,31.6
1610,"Congo, Rep.",1801,32.7
1612,Costa Rica,1801,30.21
1613,Cote d'Ivoire,1801,31.16
1614,Croatia,1801,36.1
1615,Cuba,1801,32.33
1616,Cyprus,1801,38.5
1617,Czech Republic,1801,34.95
1619,Denmark,1801,38.51
1620,Djibouti,1801,29.9
1622,Dominican Republic,1801,29.9
1624,Ecuador,1801,32.9
1625,Egypt,1801,33.0
1626,El Salvador,1801,28.7
1627,Equatorial Guinea,1801,29.8
1628,Eritrea,1801,30.2
1630,Estonia,1801,35.7
1631,Ethiopia,1801,29.7
1634,Fiji,1801,26.1
1635,Finland,1801,40.3
1636,France,1801,36.37
1637,French Guiana,1801,30.5
1638,French Polynesia,1801,25.6
1639,Gabon,1801,30.6
1640,Gambia,1801,28.8
1641,Georgia,1801,31.87
1642,Germany,1801,38.37
1643,Ghana,1801,28.0
1645,Greece,1801,36.6
1646,Greenland,1801,33.87
1647,Grenada,1801,31.4
1648,Guadeloupe,1801,27.66
1649,Guam,1801,27.5
1650,Guatemala,1801,25.8
1652,Guinea,1801,29.51
1653,Guinea-Bissau,1801,32.0
1654,Guyana,1801,31.12
1655,Haiti,1801,29.0
1657,Honduras,1801,33.9
1658,"Hong Kong, China",1801,34.9
1659,Hungary,1801,36.0
1660,Iceland,1801,33.88
1661,India,1801,25.44
1662,Indonesia,1801,30.0
1663,Iran,1801,25.6
1664,Iraq,1801,31.2
1665,Ireland,1801,38.3
1667,Israel,1801,32.0
1668,Italy,1801,29.69
1669,Jamaica,1801,34.2
1670,Japan,1801,36.4
1672,Jordan,1801,31.7
1673,Kazakhstan,1801,26.2
1674,Kenya,1801,25.5
1675,Kiribati,1801,24.9
1676,North Korea,1801,26.0
1677,South Korea,1801,25.8
1680,Kuwait,1801,26.0
1681,Kyrgyz Republic,1801,23.94
1682,Lao,1801,31.9
1683,Latvia,1801,33.0
1684,Lebanon,1801,29.7
1685,Lesotho,1801,32.8
1686,Liberia,1801,31.1
1687,Libya,1801,33.1
1689,Lithuania,1801,28.9
1690,Luxembourg,1801,36.9
1691,"Macao, China",1801,34.7
1692,"Macedonia, FYR",1801,36.1
1693,Madagascar,1801,30.5
1694,Malawi,1801,30.3
1695,Malaysia,1801,30.6
1696,Maldives,1801,32.65
1697,Mali,1801,26.41
1698,Malta,1801,28.7
1700,Martinique,1801,30.15
1701,Mauritania,1801,32.0
1702,Mauritius,1801,28.7
1703,Mayotte,1801,32.5
1704,Mexico,1801,26.9
1705,"Micronesia, Fed. Sts.",1801,26.7
1706,Moldova,1801,33.15
1708,Mongolia,1801,31.8
1709,Montenegro,1801,35.4
1711,Morocco,1801,33.1
1712,Mozambique,1801,30.28
1713,Myanmar,1801,30.8
1714,Namibia,1801,32.4
1716,Nepal,1801,32.8
1717,Netherlands,1801,39.86
1718,Netherlands Antilles,1801,34.41
1719,New Caledonia,1801,26.0
1720,New Zealand,1801,34.05
1722,Nicaragua,1801,25.4
1723,Niger,1801,30.8
1724,Nigeria,1801,30.4
1729,Norway,1801,35.82
1730,Oman,1801,32.3
1731,Pakistan,1801,25.8
1733,Panama,1801,32.9
1734,Papua New Guinea,1801,31.5
1735,Paraguay,1801,35.5
1736,Peru,1801,35.7
1737,Philippines,1801,30.9
1739,Poland,1801,35.9
1740,Portugal,1801,35.6
1741,Puerto Rico,1801,30.43
1742,Qatar,1801,30.8
1743,Reunion,1801,33.0
1744,Romania,1801,35.7
1745,Russia,1801,29.57
1746,Rwanda,1801,25.0
1750,St. Lucia,1801,28.01
1752,St. Vincent and the Grenadines,1801,25.99
1754,Samoa,1801,25.4
1756,Sao Tome and Principe,1801,31.0
1757,Saudi Arabia,1801,32.1
1758,Senegal,1801,25.2
1759,Serbia,1801,35.5
1762,Seychelles,1801,37.0
1763,Sierra Leone,1801,25.1
1764,Singapore,1801,29.1
1765,Slovak Republic,1801,36.4
1766,Slovenia,1801,36.6
1767,Solomon Islands,1801,25.1
1768,Somalia,1801,29.4
1770,South Africa,1801,33.5
1772,Spain,1801,29.5
1773,Sri Lanka,1801,32.6
1774,Sudan,1801,31.4
1775,Suriname,1801,32.9
1777,Swaziland,1801,32.3
1778,Sweden,1801,36.9
1779,Switzerland,1801,38.0
1780,Syria,1801,31.1
1781,Taiwan,1801,28.3
1782,Tajikistan,1801,24.24
1783,Tanzania,1801,32.2
1784,Thailand,1801,30.4
1785,Timor-Leste,1801,28.95
1786,Togo,1801,31.3
1788,Tonga,1801,28.2
1790,Trinidad and Tobago,1801,32.9
1791,Tunisia,1801,28.8
1792,Turkey,1801,35.0
1793,Turkmenistan,1801,24.0
1796,Uganda,1801,25.3
1797,Ukraine,1801,36.6
1798,United Arab Emirates,1801,30.7
1799,United Kingdom,1801,37.35
1800,United States,1801,39.41
1801,Uruguay,1801,32.9
1803,Uzbekistan,1801,26.93
1805,Vanuatu,1801,24.3
1806,Venezuela,1801,32.2
1807,West Bank and Gaza,1801,32.1
1809,Western Sahara,1801,34.75
1810,Vietnam,1801,32.0
1811,Virgin Islands (U.S.),1801,33.4
1814,Yemen,1801,23.39
1816,Zambia,1801,32.6
1817,Zimbabwe,1801,33.7
1819,South Sudan,1801,26.67
2341,Afghanistan,1802,28.19
2343,Albania,1802,35.4
2344,Algeria,1802,28.82
2347,Angola,1802,26.98
2349,Antigua and Barbuda,1802,33.54
2350,Argentina,1802,33.2
2351,Armenia,1802,34.0
2352,Aruba,1802,34.42
2353,Australia,1802,34.05
2354,Austria,1802,34.4
2355,Azerbaijan,1802,29.17
2356,Bahamas,1802,35.18
2357,Bahrain,1802,30.3
2358,Bangladesh,1802,25.5
2359,Barbados,1802,32.12
2360,Belarus,1802,36.2
2361,Belgium,1802,40.02
2362,Belize,1802,26.5
2363,Benin,1802,31.0
2365,Bhutan,1802,28.8
2366,Bolivia,1802,33.0
2367,Bosnia and Herzegovina,1802,35.1
2368,Botswana,1802,33.6
2369,Brazil,1802,32.0
2371,Brunei,1802,29.2
2372,Bulgaria,1802,35.89
2373,Burkina Faso,1802,29.2
2374,Burundi,1802,31.5
2375,Cambodia,1802,35.0
2376,Cameroon,1802,28.75
2377,Canada,1802,39.0
2378,Cape Verde,1802,33.8
2380,Central African Republic,1802,30.0
2381,Chad,1802,30.9
2383,Chile,1802,32.0
2384,China,1802,32.0
2387,Colombia,1802,32.0
2388,Comoros,1802,32.1
2389,"Congo, Dem. Rep.",1802,31.6
2390,"Congo, Rep.",1802,32.7
2392,Costa Rica,1802,30.21
2393,Cote d'Ivoire,1802,31.16
2394,Croatia,1802,36.1
2395,Cuba,1802,32.45
2396,Cyprus,1802,38.5
2397,Czech Republic,1802,34.95
2399,Denmark,1802,44.37
2400,Djibouti,1802,29.9
2402,Dominican Republic,1802,29.9
2404,Ecuador,1802,32.9
2405,Egypt,1802,33.0
2406,El Salvador,1802,28.7
2407,Equatorial Guinea,1802,29.8
2408,Eritrea,1802,30.2
2410,Estonia,1802,35.26
2411,Ethiopia,1802,29.7
2414,Fiji,1802,26.1
2415,Finland,1802,39.2
2416,France,1802,34.38
2417,French Guiana,1802,30.5
2418,French Polynesia,1802,25.6
2419,Gabon,1802,30.6
2420,Gambia,1802,28.8
2421,Georgia,1802,31.87
2422,Germany,1802,38.37
2423,Ghana,1802,28.0
2425,Greece,1802,36.6
2426,Greenland,1802,33.87
2427,Grenada,1802,31.4
2428,Guadeloupe,1802,27.66
2429,Guam,1802,27.5
2430,Guatemala,1802,25.8
2432,Guinea,1802,29.52
2433,Guinea-Bissau,1802,32.0
2434,Guyana,1802,31.12
2435,Haiti,1802,29.0
2437,Honduras,1802,33.9
2438,"Hong Kong, China",1802,34.9
2439,Hungary,1802,36.0
2440,Iceland,1802,27.62
2441,India,1802,25.0
2442,Indonesia,1802,30.0
2443,Iran,1802,25.6
2444,Iraq,1802,31.2
2445,Ireland,1802,38.3
2447,Israel,1802,32.0
2448,Italy,1802,29.69
2449,Jamaica,1802,34.2
2450,Japan,1802,36.4
2452,Jordan,1802,31.7
2453,Kazakhstan,1802,26.2
2454,Kenya,1802,25.5
2455,Kiribati,1802,24.9
2456,North Korea,1802,26.0
2457,South Korea,1802,25.8
2460,Kuwait,1802,26.0
2461,Kyrgyz Republic,1802,23.94
2462,Lao,1802,31.9
2463,Latvia,1802,33.0
2464,Lebanon,1802,29.7
2465,Lesotho,1802,32.8
2466,Liberia,1802,31.1
2467,Libya,1802,33.1
2469,Lithuania,1802,28.9
2470,Luxembourg,1802,36.9
2471,"Macao, China",1802,34.7
2472,"Macedonia, FYR",1802,36.1
2473,Madagascar,1802,30.5
2474,Malawi,1802,30.3
2475,Malaysia,1802,30.6
2476,Maldives,1802,32.65
2477,Mali,1802,26.41
2478,Malta,1802,28.7
2480,Martinique,1802,30.15
2481,Mauritania,1802,32.0
2482,Mauritius,1802,28.7
2483,Mayotte,1802,32.5
2484,Mexico,1802,26.9
2485,"Micronesia, Fed. Sts.",1802,26.7
2486,Moldova,1802,33.15
2488,Mongolia,1802,31.8
2489,Montenegro,1802,35.4
2491,Morocco,1802,33.1
2492,Mozambique,1802,30.28
2493,Myanmar,1802,30.8
2494,Namibia,1802,32.4
2496,Nepal,1802,32.8
2497,Netherlands,1802,39.86
2498,Netherlands Antilles,1802,34.41
2499,New Caledonia,1802,26.0
2500,New Zealand,1802,34.05
2502,Nicaragua,1802,25.4
2503,Niger,1802,30.8
2504,Nigeria,1802,30.4
2509,Norway,1802,38.37
2510,Oman,1802,32.3
2511,Pakistan,1802,25.8
2513,Panama,1802,32.9
2514,Papua New Guinea,1802,31.5
2515,Paraguay,1802,35.5
2516,Peru,1802,35.7
2517,Philippines,1802,30.9
2519,Poland,1802,35.9
2520,Portugal,1802,35.6
2521,Puerto Rico,1802,30.43
2522,Qatar,1802,30.8
2523,Reunion,1802,33.0
2524,Romania,1802,35.7
2525,Russia,1802,29.57
2526,Rwanda,1802,25.0
2530,St. Lucia,1802,28.01
2532,St. Vincent and the Grenadines,1802,25.99
2534,Samoa,1802,25.4
2536,Sao Tome and Principe,1802,31.0
2537,Saudi Arabia,1802,32.1
2538,Senegal,1802,25.2
2539,Serbia,1802,35.5
2542,Seychelles,1802,37.0
2543,Sierra Leone,1802,25.1
2544,Singapore,1802,29.1
2545,Slovak Republic,1802,36.4
2546,Slovenia,1802,36.6
2547,Solomon Islands,1802,25.1
2548,Somalia,1802,29.4
2550,South Africa,1802,33.5
2552,Spain,1802,29.5
2553,Sri Lanka,1802,32.6
2554,Sudan,1802,31.4
2555,Suriname,1802,32.9
2557,Swaziland,1802,32.3
2558,Sweden,1802,40.2
2559,Switzerland,1802,38.0
2560,Syria,1802,31.1
2561,Taiwan,1802,28.3
2562,Tajikistan,1802,24.24
2563,Tanzania,1802,32.2
2564,Thailand,1802,30.4
2565,Timor-Leste,1802,28.95
2566,Togo,1802,31.3
2568,Tonga,1802,28.2
2570,Trinidad and Tobago,1802,32.9
2571,Tunisia,1802,28.8
2572,Turkey,1802,35.0
2573,Turkmenistan,1802,24.0
2576,Uganda,1802,25.3
2577,Ukraine,1802,36.6
2578,United Arab Emirates,1802,30.7
2579,United Kingdom,1802,38.62
2580,United States,1802,39.41
2581,Uruguay,1802,32.9
2583,Uzbekistan,1802,26.93
2585,Vanuatu,1802,24.3
2586,Venezuela,1802,32.2
2587,West Bank and Gaza,1802,32.1
2589,Western Sahara,1802,34.75
2590,Vietnam,1802,32.0
2591,Virgin Islands (U.S.),1802,33.4
2594,Yemen,1802,23.39
2596,Zambia,1802,32.6
2597,Zimbabwe,1802,33.7
2599,South Sudan,1802,26.67
3121,Afghanistan,1803,28.18
3123,Albania,1803,35.4
3124,Algeria,1803,28.82
3127,Angola,1803,26.98
3129,Antigua and Barbuda,1803,33.54
3130,Argentina,1803,33.2
3131,Armenia,1803,34.0
3132,Aruba,1803,34.42
3133,Australia,1803,34.05
3134,Austria,1803,34.4
3135,Azerbaijan,1803,29.17
3136,Bahamas,1803,35.18
3137,Bahrain,1803,30.3
3138,Bangladesh,1803,25.5
3139,Barbados,1803,32.12
3140,Belarus,1803,36.2
3141,Belgium,1803,40.02
3142,Belize,1803,26.5
3143,Benin,1803,31.0
3145,Bhutan,1803,28.8
3146,Bolivia,1803,33.0
3147,Bosnia and Herzegovina,1803,35.1
3148,Botswana,1803,33.6
3149,Brazil,1803,32.0
3151,Brunei,1803,29.2
3152,Bulgaria,1803,35.93
3153,Burkina Faso,1803,29.2
3154,Burundi,1803,31.5
3155,Cambodia,1803,35.0
3156,Cameroon,1803,28.75
3157,Canada,1803,39.0
3158,Cape Verde,1803,33.8
3160,Central African Republic,1803,30.0
3161,Chad,1803,30.9
3163,Chile,1803,32.0
3164,China,1803,32.0
3167,Colombia,1803,32.0
3168,Comoros,1803,32.1
3169,"Congo, Dem. Rep.",1803,31.6
3170,"Congo, Rep.",1803,32.7
3172,Costa Rica,1803,30.21
3173,Cote d'Ivoire,1803,31.16
3174,Croatia,1803,36.1
3175,Cuba,1803,32.58
3176,Cyprus,1803,38.5
3177,Czech Republic,1803,34.95
3179,Denmark,1803,44.84
3180,Djibouti,1803,29.9
3182,Dominican Republic,1803,29.9
3184,Ecuador,1803,32.9
3185,Egypt,1803,33.0
3186,El Salvador,1803,28.7
3187,Equatorial Guinea,1803,29.8
3188,Eritrea,1803,30.2
3190,Estonia,1803,34.82
3191,Ethiopia,1803,29.7
3194,Fiji,1803,26.1
3195,Finland,1803,28.53
3196,France,1803,30.64
3197,French Guiana,1803,30.5
3198,French Polynesia,1803,25.6
3199,Gabon,1803,30.6
3200,Gambia,1803,28.8
3201,Georgia,1803,31.87
3202,Germany,1803,38.37
3203,Ghana,1803,28.0
3205,Greece,1803,36.6
3206,Greenland,1803,33.87
3207,Grenada,1803,31.4
3208,Guadeloupe,1803,27.66
3209,Guam,1803,27.5
3210,Guatemala,1803,25.8
3212,Guinea,1803,29.53
3213,Guinea-Bissau,1803,32.0
3214,Guyana,1803,31.12
3215,Haiti,1803,29.0
3217,Honduras,1803,33.9
3218,"Hong Kong, China",1803,34.9
3219,Hungary,1803,36.0
3220,Iceland,1803,19.6
3221,India,1803,24.0
3222,Indonesia,1803,30.0
3223,Iran,1803,25.6
3224,Iraq,1803,31.2
3225,Ireland,1803,38.3
3227,Israel,1803,32.0
3228,Italy,1803,29.69
3229,Jamaica,1803,34.2
3230,Japan,1803,36.4
3232,Jordan,1803,31.7
3233,Kazakhstan,1803,26.2
3234,Kenya,1803,25.5
3235,Kiribati,1803,24.9
3236,North Korea,1803,26.0
3237,South Korea,1803,25.8
3240,Kuwait,1803,26.0
3241,Kyrgyz Republic,1803,23.94
3242,Lao,1803,31.9
3243,Latvia,1803,33.0
3244,Lebanon,1803,29.7
3245,Lesotho,1803,32.8
3246,Liberia,1803,31.1
3247,Libya,1803,33.1
3249,Lithuania,1803,28.9
3250,Luxembourg,1803,36.9
3251,"Macao, China",1803,34.7
3252,"Macedonia, FYR",1803,36.1
3253,Madagascar,1803,30.5
3254,Malawi,1803,30.3
3255,Malaysia,1803,30.6
3256,Maldives,1803,32.65
3257,Mali,1803,26.41
